time,open,high,low,close
2026-07-13 02:00:00+00:00,1806.1,1814.2,1798.65,1806.55
2026-07-13 03:00:00+00:00,1806.25,1806.25,1771.7,1779.55
2026-07-13 04:00:00+00:00,1779.85,1784.15,1775.75,1777.75
2026-07-13 05:00:00+00:00,1778.2,1785.8,1773.35,1780.7
2026-07-13 06:00:00+00:00,1781.1,1782.65,1775.2,1777.05
2026-07-13 07:00:00+00:00,1777.15,1790.4,1775.7,1786.65
2026-07-13 08:00:00+00:00,1786.85,1792.25,1783.2,1789.1
2026-07-13 09:00:00+00:00,1789.15,1789.45,1784.05,1784.65
2026-07-13 10:00:00+00:00,1784.85,1785.85,1776.2,1778.4
2026-07-13 11:00:00+00:00,1778.55,1783.85,1778.5,1780.0
2026-07-13 12:00:00+00:00,1780.0,1782.2,1767.05,1770.85
2026-07-13 13:00:00+00:00,1771.2,1775.4,1761.75,1770.65
2026-07-13 14:00:00+00:00,1770.2,1781.1,1760.6,1781.1
2026-07-13 15:00:00+00:00,1781.2,1785.2,1774.75,1775.95
2026-07-13 16:00:00+00:00,1775.8,1779.65,1766.1,1770.9
2026-07-13 17:00:00+00:00,1770.65,1774.5,1751.75,1752.0
2026-07-13 18:00:00+00:00,1752.2,1765.75,1748.6,1763.15
2026-07-13 19:00:00+00:00,1763.65,1773.85,1763.2,1773.6
2026-07-13 20:00:00+00:00,1773.55,1775.75,1760.4,1765.85
2026-07-13 21:00:00+00:00,1766.15,1766.15,1750.7,1760.25
2026-07-13 22:00:00+00:00,1760.15,1767.0,1754.75,1756.9
2026-07-13 23:00:00+00:00,1756.6,1776.55,1754.75,1775.55
2026-07-14 00:00:00+00:00,1775.65,1787.3,1772.2,1784.6
2026-07-14 01:00:00+00:00,1784.7,1793.45,1782.05,1783.7
2026-07-14 02:00:00+00:00,1783.55,1787.55,1773.75,1781.3
2026-07-14 03:00:00+00:00,1781.2,1782.55,1773.2,1782.4
2026-07-14 04:00:00+00:00,1782.4,1788.1,1780.85,1784.6
2026-07-14 05:00:00+00:00,1783.9,1791.3,1783.0,1785.2
2026-07-14 06:00:00+00:00,1785.4,1785.75,1780.3,1782.05
2026-07-14 07:00:00+00:00,1782.0,1784.45,1777.7,1779.4
2026-07-14 08:00:00+00:00,1779.4,1787.75,1777.05,1784.25
2026-07-14 09:00:00+00:00,1784.0,1787.95,1781.45,1784.6
2026-07-14 10:00:00+00:00,1784.65,1803.7,1784.65,1798.55
2026-07-14 11:00:00+00:00,1798.85,1801.65,1794.4,1796.95
2026-07-14 12:00:00+00:00,1796.95,1864.85,1793.2,1859.45
2026-07-14 13:00:00+00:00,1859.5,1881.25,1853.85,1869.9
2026-07-14 14:00:00+00:00,1870.05,1881.65,1858.5,1879.7
2026-07-14 15:00:00+00:00,1879.9,1886.1,1871.9,1874.05
